SceneId,MapId,levelName,Chaper,MapName,MapRand,Diffcult,GroupName,ShowCount,TargetCount,MapType,CardAndKey,KeyCount,TimeLimit,countScore,BuffTypeList,PropsTypeList,CommonDropList,CommonDropCount,Gold,ConsumePropList,Prestige,FrontMapId
SE0001,MA00111,"""0-1-11""",CH0000,["chr/scene_chr_officeout"],0,"[{""3"":0,""2"":0,""1"":0,""0"":12}]",[],"[{""3"":0,""2"":0,""1"":0,""0"":20}]",[12],0,"[""DR1002"",""DR2005""]",0,100,"[8000,11200,15600]","[[""item"",""IT0204"",""count"",1],[""item"",""IT0205"",""count"",1],[""item"",""IT0206"",""count"",1]]","[[""item"",""IT0201"",""count"",5],[""item"",""IT0209"",""count"",2],[""item"",""IT0202"",""count"",6]]",["NR00104"],PE01,"[""currency"",""IT0011"",""count"",210]","[[""currency"",""IT0020"",""count"",8]]","[""item"",""IT0030"",""count"",8]","[[""level"",""MA00110"",""count"", 1]]"
SE0001,MA00112,"""0-1-12""",CH0000,["chr/type_chr_officeout"],0,"[{""0"":1,""1"":1,""2"":1,""3"":1,""4"":1,""5"":1,""6"":1,""7"":1}]","[""TYPE_OBJ_0201"",""TYPE_OBJ_0202"",""TYPE_OBJ_0203"",""TYPE_OBJ_0204"",""TYPE_OBJ_0205"",""TYPE_OBJ_0206"",""TYPE_OBJ_0207"",""TYPE_OBJ_0208""]","[{""0"":1,""1"":1,""2"":1,""3"":1,""4"":1,""5"":1,""6"":1,""7"":1}]","[4,4]",5,"[""DR1003"",""DR2006""]",0,100,"[10000,14000,19503]","[[""item"",""IT0204"",""count"",1],[""item"",""IT0205"",""count"",1],[""item"",""IT0206"",""count"",1]]","[[""item"",""IT0201"",""count"",5],[""item"",""IT0209"",""count"",2],[""item"",""IT0208"",""count"",6]]",["NR00104"],PE01,"[""currency"",""IT0011"",""count"",210]","[[""currency"",""IT0020"",""count"",8]]","[""item"",""IT0030"",""count"",8]","[[""level"",""MA00111"",""count"", 1]]"
SE0001,MA00113,"""0-1-13""",CH0000,["chr/jigsaw_chr_officeout"],0,[],[],[],[12],4,"[""DR1001"",""DR2005""]",0,100,"[8000,11200,15600]","[[""item"",""IT0204"",""count"",1],[""item"",""IT0205"",""count"",1],[""item"",""IT0206"",""count"",1]]","[[""item"",""IT0201"",""count"",5],[""item"",""IT0209"",""count"",2],[""item"",""IT0208"",""count"",7]]",["NR00104"],PE01,"[""currency"",""IT0011"",""count"",210]","[[""currency"",""IT0020"",""count"",8]]","[""item"",""IT0030"",""count"",8]","[[""level"",""MA00112"",""count"", 1]]"
SE0001,MA00114,"""0-1-14""",CH0000,["chr/scene_chr_officeout"],0,"[{""3"":0,""2"":0,""1"":0,""0"":12}]",[],"[{""3"":0,""2"":0,""1"":0,""0"":20}]",[12],1,"[""DR1002"",""DR2006""]",0,100,"[8000,11200,15600]","[[""item"",""IT0204"",""count"",1],[""item"",""IT0205"",""count"",1],[""item"",""IT0206"",""count"",1]]","[[""item"",""IT0201"",""count"",5],[""item"",""IT0209"",""count"",2],[""item"",""IT0202"",""count"",7]]",["NR00104"],PE01,"[""currency"",""IT0011"",""count"",210]","[[""currency"",""IT0020"",""count"",8]]","[""item"",""IT0030"",""count"",8]","[[""level"",""MA00113"",""count"", 1]]"
SE0001,MA00115,"""0-1-15""",CH0000,["chr/doubt_chr_officeout"],0,"[{""0"":1},{""0"":1},{""0"":1},{""0"":1},{""0"":1},{""0"":1},{""0"":1},{""0"":1},{""0"":1},{""0"":1}]",[],[],[10],6,"[""DR1003"",""DR2007""]",0,90,"[10000,14000,19504]","[[""item"",""IT0204"",""count"",1],[""item"",""IT0205"",""count"",1],[""item"",""IT0206"",""count"",1]]","[[""item"",""IT0201"",""count"",5],[""item"",""IT0209"",""count"",2],[""item"",""IT0208"",""count"",7]]",["NR00105"],PE01,"[""currency"",""IT0011"",""count"",240]","[[""currency"",""IT0020"",""count"",9]]","[""item"",""IT0030"",""count"",9]","[[""level"",""MA00114"",""count"", 1]]"
SE0001,MA00116,"""0-1-16""",CH0000,["chr/dif_chr_officeout"],0,"[{""3"":0,""2"":0,""1"":0,""0"":12}]",[],"[{""3"":0,""2"":0,""1"":0,""0"":20}]",[14],3,"[""DR1001"",""DR2006""]",0,90,"[8000,11200,15600]","[[""item"",""IT0204"",""count"",1],[""item"",""IT0205"",""count"",1],[""item"",""IT0206"",""count"",1]]","[[""item"",""IT0201"",""count"",5],[""item"",""IT0209"",""count"",2],[""item"",""IT0208"",""count"",8]]",["NR00105"],PE01,"[""currency"",""IT0011"",""count"",240]","[[""currency"",""IT0020"",""count"",9]]","[""item"",""IT0030"",""count"",9]","[[""level"",""MA00115"",""count"", 1]]"
SE0001,MA00117,"""0-1-17""",CH0000,["chr/scene_chr_officeout"],0,"[{""3"":0,""2"":0,""1"":2,""0"":12}]",[],"[{""3"":0,""2"":0,""1"":0,""0"":20}]",[12],0,"[""DR1002"",""DR2007""]",0,90,"[8000,11200,15600]","[[""item"",""IT0204"",""count"",1],[""item"",""IT0205"",""count"",1],[""item"",""IT0206"",""count"",1]]","[[""item"",""IT0201"",""count"",5],[""item"",""IT0209"",""count"",2],[""item"",""IT0202"",""count"",8]]",["NR00105"],PE01,"[""currency"",""IT0011"",""count"",240]","[[""currency"",""IT0020"",""count"",9]]","[""item"",""IT0030"",""count"",9]","[[""level"",""MA00116"",""count"", 1]]"
SE0001,MA00118,"""0-1-18""",CH0000,["chr/scene_chr_officeout"],0,"[{""3"":0,""2"":0,""1"":2,""0"":12}]",[],"[{""3"":0,""2"":0,""1"":0,""0"":20}]",[12],1,"[""DR1003"",""DR2008""]",0,100,"[10000,14000,19505]","[[""item"",""IT0204"",""count"",1],[""item"",""IT0205"",""count"",1],[""item"",""IT0206"",""count"",1]]","[[""item"",""IT0201"",""count"",5],[""item"",""IT0209"",""count"",2],[""item"",""IT0208"",""count"",8]]",["NR00105"],PE01,"[""currency"",""IT0011"",""count"",240]","[[""currency"",""IT0020"",""count"",9]]","[""item"",""IT0030"",""count"",9]","[[""level"",""MA00117"",""count"", 1]]"
SE0001,MA00119,"""0-1-19""",CH0000,["chr/dif_chr_officeout"],0,"[{""3"":0,""2"":0,""1"":0,""0"":12}]",[],"[{""3"":0,""2"":0,""1"":0,""0"":20}]",[10],3,"[""DR1001"",""DR2007""]",0,100,"[8000,11200,15600]","[[""item"",""IT0204"",""count"",1],[""item"",""IT0205"",""count"",1],[""item"",""IT0206"",""count"",1]]","[[""item"",""IT0201"",""count"",5],[""item"",""IT0209"",""count"",2],[""item"",""IT0208"",""count"",9]]",["NR00105"],PE01,"[""currency"",""IT0011"",""count"",240]","[[""currency"",""IT0020"",""count"",9]]","[""item"",""IT0030"",""count"",9]","[[""level"",""MA00118"",""count"", 1]]"
SE0001,MA00120,"""0-1-20""",CH0000,["chr/type_chr_officeout"],0,"[{""0"":1,""1"":1,""2"":1,""3"":1,""4"":1,""5"":1,""6"":1,""7"":1}]","[""TYPE_OBJ_0201"",""TYPE_OBJ_0202"",""TYPE_OBJ_0203"",""TYPE_OBJ_0204"",""TYPE_OBJ_0205"",""TYPE_OBJ_0206"",""TYPE_OBJ_0207"",""TYPE_OBJ_0208""]","[{""0"":1,""1"":1,""2"":1,""3"":1,""4"":1,""5"":1,""6"":1,""7"":1}]","[3,3,3,3]",5,"[""DR1002"",""DR2008""]",0,90,"[8000,11200,15600]","[[""item"",""IT0204"",""count"",1],[""item"",""IT0205"",""count"",1],[""item"",""IT0206"",""count"",1]]","[[""item"",""IT0201"",""count"",5],[""item"",""IT0209"",""count"",2],[""item"",""IT0202"",""count"",9]]",["NR00105"],PE01,"[""currency"",""IT0011"",""count"",240]","[[""currency"",""IT0020"",""count"",9]]","[""item"",""IT0030"",""count"",9]","[[""level"",""MA00119"",""count"", 1]]"
SE0001,MA00121,"""0-1-??""",CH0000,["chr/scene_chr_officeout"],0,"[{""3"":0,""2"":0,""1"":4,""0"":12}]",[],"[{""3"":0,""2"":0,""1"":0,""0"":20}]",[14],2,"[""DR1003"",""DR2009""]",0,80,"[10000,14000,19506]","[[""item"",""IT0204"",""count"",1],[""item"",""IT0205"",""count"",1],[""item"",""IT0206"",""count"",1]]","[[""item"",""IT0201"",""count"",5],[""item"",""IT0209"",""count"",2],[""item"",""IT0208"",""count"",9]]",["NR00105"],PE01,"[""currency"",""IT0011"",""count"",240]","[[""currency"",""IT0020"",""count"",9]]","[""item"",""IT0030"",""count"",9]","[[""level"",""MA00120"",""count"", 1]]"
SE0001,MA00122,"""0-2-??""",CH0000,["chr/scene_chr_officeout"],0,"[{""3"":0,""2"":0,""1"":4,""0"":12}]",[],"[{""3"":0,""2"":0,""1"":0,""0"":20}]",[14],0,"[""DR1001"",""DR2008""]",0,80,"[8000,11200,15600]","[[""item"",""IT0204"",""count"",1],[""item"",""IT0205"",""count"",1],[""item"",""IT0206"",""count"",1]]","[[""item"",""IT0201"",""count"",5],[""item"",""IT0209"",""count"",2],[""item"",""IT0208"",""count"",10]]",["NR00105"],PE01,"[""currency"",""IT0011"",""count"",240]","[[""currency"",""IT0020"",""count"",9]]","[""item"",""IT0030"",""count"",9]","[[""level"",""MA00120"",""count"", 1]]"
SE0001,MA00123,"""0-3-??""",CH0000,["chr/scene_chr_officeout"],0,"[{""3"":0,""2"":0,""1"":4,""0"":12}]",[],"[{""3"":0,""2"":0,""1"":0,""0"":20}]",[14],1,"[""DR1002"",""DR2009""]",0,80,"[8000,11200,15600]","[[""item"",""IT0204"",""count"",1],[""item"",""IT0205"",""count"",1],[""item"",""IT0206"",""count"",1]]","[[""item"",""IT0201"",""count"",5],[""item"",""IT0209"",""count"",2],[""item"",""IT0202"",""count"",10]]",["NR00105"],PE01,"[""currency"",""IT0011"",""count"",240]","[[""currency"",""IT0020"",""count"",9]]","[""item"",""IT0030"",""count"",9]","[[""level"",""MA00120"",""count"", 1]]"
SE0001,MA00124,"""0-4-??""",CH0000,["chr/dif_chr_officeout"],0,"[{""3"":0,""2"":0,""1"":0,""0"":12}]",[],"[{""3"":0,""2"":0,""1"":0,""0"":20}]",[12],3,"[""DR1003"",""DR2010""]",0,90,"[10000,14000,19507]","[[""item"",""IT0204"",""count"",1],[""item"",""IT0205"",""count"",1],[""item"",""IT0206"",""count"",1]]","[[""item"",""IT0201"",""count"",5],[""item"",""IT0209"",""count"",2],[""item"",""IT0208"",""count"",10]]",["NR00105"],PE01,"[""currency"",""IT0011"",""count"",240]","[[""currency"",""IT0020"",""count"",9]]","[""item"",""IT0030"",""count"",9]","[[""level"",""MA00120"",""count"", 1]]"
SE0001,MA00125,"""0-5-??""",CH0000,["chr/jigsaw_chr_officeout"],0,"[{""3"":0,""2"":0,""1"":0,""0"":12}]",[],"[{""3"":0,""2"":0,""1"":0,""0"":20}]",[16],4,"[""DR1001"",""DR2009""]",0,90,"[8000,11200,15600]","[[""item"",""IT0204"",""count"",1],[""item"",""IT0205"",""count"",1],[""item"",""IT0206"",""count"",1]]","[[""item"",""IT0201"",""count"",5],[""item"",""IT0209"",""count"",2],[""item"",""IT0208"",""count"",11]]",["NR00105"],PE01,"[""currency"",""IT0011"",""count"",240]","[[""currency"",""IT0020"",""count"",9]]","[""item"",""IT0030"",""count"",9]","[[""level"",""MA00120"",""count"", 1]]"
SE0001,MA00126,"""0-6-??""",CH0000,["chr/doubt_chr_officeout"],0,"[{""0"":1},{""0"":1},{""0"":1},{""0"":1},{""0"":1},{""0"":1},{""0"":1},{""0"":1},{""0"":1},{""0"":1},{""0"":1},{""0"":1}]",[],[],[14],6,"[""DR1002"",""DR2010""]",0,110,"[8000,11200,15600]","[[""item"",""IT0204"",""count"",1],[""item"",""IT0205"",""count"",1],[""item"",""IT0206"",""count"",1]]","[[""item"",""IT0201"",""count"",5],[""item"",""IT0209"",""count"",2],[""item"",""IT0202"",""count"",11]]",["NR00105"],PE01,"[""currency"",""IT0011"",""count"",240]","[[""currency"",""IT0020"",""count"",9]]","[""item"",""IT0030"",""count"",9]","[[""level"",""MA00120"",""count"", 1]]"
SE0001,MA00127,"""0-7-??""",CH0000,["chr/type_chr_officeout"],0,"[{""0"":1,""1"":1,""2"":1,""3"":1,""4"":1,""5"":1,""6"":1,""7"":1}]","[""TYPE_OBJ_0201"",""TYPE_OBJ_0202"",""TYPE_OBJ_0203"",""TYPE_OBJ_0204"",""TYPE_OBJ_0205"",""TYPE_OBJ_0206"",""TYPE_OBJ_0207"",""TYPE_OBJ_0208""]","[{""0"":1,""1"":1,""2"":1,""3"":1,""4"":1,""5"":1,""6"":1,""7"":1}]","[4,4,3,3]",5,"[""DR1003"",""DR2011""]",0,90,"[10000,14000,19508]","[[""item"",""IT0204"",""count"",1],[""item"",""IT0205"",""count"",1],[""item"",""IT0206"",""count"",1]]","[[""item"",""IT0201"",""count"",5],[""item"",""IT0209"",""count"",2],[""item"",""IT0208"",""count"",11]]",["NR00105"],PE01,"[""currency"",""IT0011"",""count"",240]","[[""currency"",""IT0020"",""count"",9]]","[""item"",""IT0030"",""count"",9]","[[""level"",""MA00120"",""count"", 1]]"
SE0002,MA00201,"""0-2-1""",CH0000,["chr/scene_chr_lecture"],0,"[{""3"":0,""2"":0,""1"":0,""0"":6}]",[],"[{""3"":0,""2"":0,""1"":0,""0"":20}]",[6],2,"[""DR1004"",""DR2004""]",0,120,"[8000,11200,15600]","[[""item"",""IT0204"",""count"",1],[""item"",""IT0205"",""count"",1],[""item"",""IT0206"",""count"",1]]","[[""item"",""IT0201"",""count"",5],[""item"",""IT0209"",""count"",2],[""item"",""IT0202"",""count"",3]]",["AL00201"],1,"[""currency"",""IT0011"",""count"",130]","[[""currency"",""IT0020"",""count"",5]]","[""item"",""IT0030"",""count"",5]","[[""task"", ""TA_0001"", ""status"", 2]]"
SE0002,MA00202,"""0-2-2""",CH0000,["chr/scene_chr_house"],0,"[{""3"":0,""2"":0,""1"":0,""0"":6}]",[],"[{""3"":0,""2"":0,""1"":0,""0"":20}]",[6],0,"[""DR1005"",""DR2005""]",0,120,"[8000,11200,15600]","[[""item"",""IT0204"",""count"",1],[""item"",""IT0205"",""count"",1],[""item"",""IT0206"",""count"",1]]","[[""item"",""IT0201"",""count"",5],[""item"",""IT0209"",""count"",2],[""item"",""IT0202"",""count"",3]]",["AL00202"],1,"[""currency"",""IT0011"",""count"",130]","[[""currency"",""IT0020"",""count"",5]]","[""item"",""IT0030"",""count"",5]","[[""level"",""MA00201"",""count"", 1]]"
SE0002,MA00203,"""0-2-3""",CH0000,["chr/scene_chr_house"],0,"[{""3"":0,""2"":2,""1"":0,""0"":8}]",[],"[{""3"":0,""2"":0,""1"":0,""0"":20}]",[8],2,"[""DR1006"",""DR2006""]",0,120,"[10000,14000,19500]","[[""item"",""IT0204"",""count"",1],[""item"",""IT0205"",""count"",1],[""item"",""IT0206"",""count"",1]]","[[""item"",""IT0201"",""count"",5],[""item"",""IT0209"",""count"",2],[""item"",""IT0202"",""count"",3]]",["NR00202"],PE01,"[""currency"",""IT0011"",""count"",160]","[[""currency"",""IT0020"",""count"",6]]","[""item"",""IT0030"",""count"",6]","[[""level"",""MA00202"",""count"", 1]]"
SE0002,MA00204,"""0-2-4""",CH0000,["chr/scene_chr_house"],0,"[{""3"":0,""2"":0,""1"":0,""0"":8}]",[],"[{""3"":0,""2"":0,""1"":0,""0"":20}]",[8],0,"[""DR1004"",""DR2005""]",0,120,"[8000,11200,15600]","[[""item"",""IT0204"",""count"",1],[""item"",""IT0205"",""count"",1],[""item"",""IT0206"",""count"",1]]","[[""item"",""IT0201"",""count"",5],[""item"",""IT0209"",""count"",2],[""item"",""IT0202"",""count"",3]]",["AL00204"],1,"[""currency"",""IT0011"",""count"",160]","[[""currency"",""IT0020"",""count"",6]]","[""item"",""IT0030"",""count"",6]","[[""level"",""MA00203"",""count"", 1]]"
SE0002,MA00205,"""0-2-5""",CH0000,["chr/scene_chr_house"],0,"[{""3"":0,""2"":0,""1"":0,""0"":8}]",[],"[{""3"":0,""2"":0,""1"":0,""0"":20}]",[8],1,"[""DR1005"",""DR2006""]",0,120,"[8000,11200,15600]","[[""item"",""IT0204"",""count"",1],[""item"",""IT0205"",""count"",1],[""item"",""IT0206"",""count"",1]]","[[""item"",""IT0201"",""count"",5],[""item"",""IT0209"",""count"",2],[""item"",""IT0202"",""count"",3]]",["AL00205"],1,"[""currency"",""IT0011"",""count"",160]","[[""currency"",""IT0020"",""count"",6]]","[""item"",""IT0030"",""count"",6]","[[""level"",""MA00204"",""count"", 1]]"
SE0002,MA00206,"""0-2-6""",CH0000,["chr/dif_chr_house"],0,"[{""3"":0,""2"":0,""1"":0,""0"":8}]",[],"[{""3"":0,""2"":0,""1"":0,""0"":20}]",[8],3,"[""DR1006"",""DR2007""]",0,120,"[10000,14000,19501]","[[""item"",""IT0204"",""count"",1],[""item"",""IT0205"",""count"",1],[""item"",""IT0206"",""count"",1]]","[[""item"",""IT0201"",""count"",5],[""item"",""IT0209"",""count"",2],[""item"",""IT0202"",""count"",3]]",["NR00203"],PE01,"[""currency"",""IT0011"",""count"",190]","[[""currency"",""IT0020"",""count"",7]]","[""item"",""IT0030"",""count"",7]","[[""level"",""MA00205"",""count"", 1]]"
SE0002,MA00207,"""0-2-7""",CH0000,["chr/type_chr_house"],0,"[{""0"":1,""1"":1,""2"":1,""3"":1,""4"":1,""5"":1,""6"":1,""7"":1}]","[""TYPE_OBJ_0101"",""TYPE_OBJ_0102"",""TYPE_OBJ_0103"",""TYPE_OBJ_0104"",""TYPE_OBJ_0105"",""TYPE_OBJ_0106"",""TYPE_OBJ_0107"",""TYPE_OBJ_0108""]","[{""0"":1,""1"":1,""2"":1,""3"":1,""4"":1,""5"":1,""6"":1,""7"":1}]","[4,4]",5,"[""DR1004"",""DR2006""]",0,120,"[8000,11200,15600]","[[""item"",""IT0204"",""count"",1],[""item"",""IT0205"",""count"",1],[""item"",""IT0206"",""count"",1]]","[[""item"",""IT0201"",""count"",5],[""item"",""IT0209"",""count"",2],[""item"",""IT0202"",""count"",3]]",["NR00203"],1,"[""currency"",""IT0011"",""count"",190]","[[""currency"",""IT0020"",""count"",7]]","[""item"",""IT0030"",""count"",7]","[[""level"",""MA00206"",""count"", 1]]"
SE0002,MA00208,"""0-2-8""",CH0000,["chr/scene_chr_house"],0,"[{""3"":0,""2"":0,""1"":0,""0"":10}]",[],"[{""3"":0,""2"":0,""1"":0,""0"":20}]",[10],0,"[""DR1005"",""DR2007""]",0,120,"[8000,11200,15600]","[[""item"",""IT0204"",""count"",1],[""item"",""IT0205"",""count"",1],[""item"",""IT0206"",""count"",1]]","[[""item"",""IT0201"",""count"",5],[""item"",""IT0209"",""count"",2],[""item"",""IT0202"",""count"",3]]",["AL00208"],1,"[""currency"",""IT0011"",""count"",190]","[[""currency"",""IT0020"",""count"",7]]","[""item"",""IT0030"",""count"",7]","[[""level"",""MA00207"",""count"", 1]]"
SE0002,MA00209,"""0-2-9""",CH0000,["chr/jigsaw_chr_house"],0,[],[],[],[10],4,"[""DR1006"",""DR2008""]",0,120,"[10000,14000,19502]","[[""item"",""IT0204"",""count"",1],[""item"",""IT0205"",""count"",1],[""item"",""IT0206"",""count"",1]]","[[""item"",""IT0201"",""count"",5],[""item"",""IT0209"",""count"",2],[""item"",""IT0202"",""count"",3]]",["AL00209"],1,"[""currency"",""IT0011"",""count"",190]","[[""currency"",""IT0020"",""count"",7]]","[""item"",""IT0030"",""count"",7]","[[""level"",""MA00208"",""count"", 1]]"
SE0002,MA00210,"""0-2-10""",CH0000,["chr/dif_chr_house"],0,"[{""3"":0,""2"":0,""1"":0,""0"":9}]",[],"[{""3"":0,""2"":0,""1"":0,""0"":20}]",[9],3,"[""DR1004"",""DR2007""]",0,120,"[8000,11200,15600]","[[""item"",""IT0204"",""count"",1],[""item"",""IT0205"",""count"",1],[""item"",""IT0206"",""count"",1]]","[[""item"",""IT0201"",""count"",5],[""item"",""IT0209"",""count"",2],[""item"",""IT0202"",""count"",3]]",["NR00204"],PE01,"[""currency"",""IT0011"",""count"",210]","[[""currency"",""IT0020"",""count"",8]]","[""item"",""IT0030"",""count"",8]","[[""level"",""MA00209"",""count"", 1]]"
